event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-09,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-09,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Sagaing,0
2021-06-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-08,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2021-06-08,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Shan-North,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-08,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-08,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayah,0
2021-06-08,Strategic developments,Other,Civilians (Myanmar),,70,Yangon,0
2021-06-08,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Chin,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-08,Strategic developments,Change to group/activity,SSPP/SSA-N: Shan State Progress Party/Shan State Army-North,,20,Shan-North,0
2021-06-08,Strategic developments,Headquarters or base established,People's Defense Force - Tachileik,,30,Shan-East,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-08,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-08,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2021-06-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-08,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-07,Strategic developments,Change to group/activity,People's Defense Force - Thandwe,,30,Rakhine,0
2021-06-07,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-07,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-07,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Magway,0
2021-06-07,Strategic developments,Change to group/activity,People's Defense Force - Chaung-U,,30,Sagaing,0
2021-06-07,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-07,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-06-07,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-06-07,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-06,Strategic developments,Other,Civilians (Myanmar),,70,Chin,0
2021-06-06,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Magway,0
2021-06-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-06,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2021-06-06,Strategic developments,Change to group/activity,People's Defense Force - Monywa,,30,Sagaing,0
2021-06-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2021-06-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-06-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2021-06-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-04,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-06-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-04,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Ayeyarwady,0
2021-06-04,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-06-04,Strategic developments,Change to group/activity,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,20,Shan-North,0
2021-06-04,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-03,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Mon,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-03,Strategic developments,Other,Civilians (Myanmar),,70,Chin,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-03,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-06-03,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Shan-South,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-03,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Mon,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-03,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kachin,0
2021-06-03,Strategic developments,Change to group/activity,Police Forces of Myanmar (2021-),,10,Magway,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-03,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-03,Strategic developments,Other,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kachin,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-03,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Excessive force against protesters,Protesters (Myanmar),Rioters (Myanmar),56,Magway,1
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-02,Strategic developments,Other,Civilians (Myanmar),,70,Kayin,0
2021-06-02,Strategic developments,Other,Civilians (Myanmar),,70,Shan-South,0
2021-06-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-02,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-02,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Mandalay,0
2021-06-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-02,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2021-06-02,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2021-06-02,Strategic developments,Change to group/activity,Government of Myanmar (2021-) State Administration Council,,10,Rakhine,0
2021-06-02,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Shan-North,0
2021-06-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2021-06-02,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
